,Yelp URL,Rating,Date,Review Text,Name
7139,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/29/2020,"Wow! This place is amazing. Great ice cream produced and sourced locally. The flavors are phenomena and the staff extra friendly and helpful. No old waffle cones here, only pure joy. Covid has caused the elimination of tasting but they are being safe and I appreciate their masks, requiring customers to mask up, and their use of gloves.",sweet-republic-scottsdale-2
2894,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/29/2020,It's a fantastic bakery with awesome service. I had Napoleon that was to die for! As was the key lime tart and caramel salted brownie. So many different treats and beautiful tastes!,am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
17850,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,3,9/29/2020,We ordered the Biscoff milkshake and pumpkin pie milkshake. Not the worst ice cream we've had but I prefer my ice cream extra creamy without icicles. Definitely wasn't a thick milkshake so don't let the wide straw fool you. The presentation is excellent and its hard not to want to try the ice cream if you see someone else eating it. But be warned you'll sacrifice quality ice cream for outrageous toppings/appearance.,ninety-s-milkshake-bar-charlotte
1174,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,3,9/29/2020,"My wife and I wanted to try this place for a while. She got the strawberry shortcake and I got the dark chocolate mousse. We both enjoyed the items, but I wouldn't say they were great. It had good taste, but for the price of about $10 each I don't think will rush back. Seems to be more about the swag than the pastries.",carlos-bakery-las-vegas-3
15256,https://www.yelp.com/biz/churn-phoenix-3,5,9/29/2020,"Well worth the wait! Saw a line out the door and knew I had to stop by. I got a scoop of the Vietnamese coffee and Almond Joy and both were delicious! Nice flavor, not overly sweet, and good creamy texture! Will be back!",churn-phoenix-3
12750,https://www.yelp.com/biz/chocolate-shoppe-ice-cream-madison-2,4,9/29/2020,"My buddy was super disappointed when the mobile food location at the zoo was not open after our visit to the zoo so I jumped on yelp to find the closest location. My buddy swears that this is the best ice cream on earth so I'm down, I'm not big into ice cream so I imagine it will be just ice cream to me. The place is very tempting with so many interesting flavors and when I was asked what I want I said I need a minute to take it all in. My buddy went full on with two different scopes on a sugar cone that looked good but I really only wanted just a dish of one scoop and Mackinac island fudge would do because it's a flavor that I would not normally order. My first thought was that it was very soft and creamy with hard chunks of fudge and swirls of something softer with a caramel Ike texture and good but is it the best ice cream in the world, I don't know.",chocolate-shoppe-ice-cream-madison-2
132,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,3,9/29/2020,"I saw a couple reviews that said they were out of the traditional black tapioca boba pearls when they went and unfortunately they were also out when I went today. They open at 11:30am and I had gotten there at noon. Seriously strange that a boba place would ""run out"" of boba pearls. I went with the ""crystal boba"" instead. Kind of disappointed. Tea was fine. For how large the drink was they were pretty stingy with the boba. If you're looking for traditional boba, I'd look elsewhere. If you want a super sweet mixed drink then this is your place. Prob won't be back.",rewind-ice-cream-boba-tea-chandler-3
13518,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,5,9/29/2019,"Oh Milk Bar, how I love thee. Your cracked pie changed my life and I literally crave it every time I have a sweet tooth. Located in the Cosmopolitan, the line surprisingly wasn't bad. The pink aesthetic is perfect for Instagram, but the desserts will keep you coming back. A must stop on every visit to Las Vegas.",milk-bar-las-vegas-las-vegas-3
11051,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/29/2019,"Don't let the long line scare you away! Had my first ice cream cone here today, and loveddd it! The waffle cone was the best one I've ever had and it's made fresh in front of you. You have the choice of a waffle cone or cup (would recommend the cup if you don't want things to get a little messy). I chose the 'boston creme pie' and 'strawberry buttermilk'; both were great but boston creme pie was my favorite out of the two. Don't be afraid to ask for samples :)",jenis-splendid-ice-creams-charlotte-2
7358,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/29/2019,Had the salted Carmel milkshake and it was soo good! Not too sweet and not too salty!,sweet-republic-scottsdale-2
15040,https://www.yelp.com/biz/scooptopia-phoenix,5,9/29/2019,"Flavor everyone's got to try - Cookie Monster. Delicious creamy ice cream. Dozens of other cold desserts to have. When you visit, make sure you bring a cooler and some ice because you're going to want to bring something home.",scooptopia-phoenix
19320,https://www.yelp.com/biz/cr%C3%AApes-de-luxe-cleveland-2,1,9/29/2018,"I love crepes so I waited almost twenty minutes. I've never seen anybody move as slowly and inefficiently as the two girls working here. Most annoying thing I've seen in a while. Crazy long line and no effort to move any faster than a snail. Expletive, expletive, expletive.",cr%C3%AApes-de-luxe-cleveland-2
14515,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,1,9/29/2018,"So, I'm sad to report that I was extremely disappointed in my first visit to Milk Bar Las Vegas. After all the hype surrounding Christina Tosi's success and her ""legendary"" Birthday Cake, how could I not try it? First, they served the cake cold. Do you know what happens to buttercream frosting when it's refrigerated? Exactly, it solidifies. So they essentially served us solid butter fat. Total and complete sin against nature. Second, the crumb, which is supposed to be moist from the milk soak, was dry and crumbly to the point that it broke apart under the weight of the fork. Third, the cake layers were flavorless. And fourth, the 1.5"" layers of frosting between the cake layers was too much, too cold, too solid. Almost inedible. The corn flake/marshmallow/chocolate chip cookie wasn't much better. To top it all off, either the cake, the cookie, or a combination of the two left an unpleasant aftertaste in both our mouths. Totally not worth the $19 spent. Highly overrated.",milk-bar-las-vegas-las-vegas-3
120,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,9/29/2018,"Came here during soft opening on a whim when I was in Chandler and I'm so happy I found this place on Yelp! The interior is akin to many tea places in LA, and the staff are so incredibly nice. The girl at the counter took time to explain the menu to us and seemed genuinely interested in their drinks. We ended up going with the rose milk tea and iced matcha latte. Both were sooo good. The rose milk tea is sweet and smells of naturally fragrant rose. It might be a little too sweet/syrupy for some though. The matcha was also absolutely perfect and didn't taste watered down at all. Their prices are competitive as of now, here's to hoping they don't increase significantly as they gain popularity. I'd totally come back here if I'm in the chandler area.",rewind-ice-cream-boba-tea-chandler-3
137,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,9/29/2018,"Dripp it like it's hot! Dripp is the newest concept from the gang at Pokitrition but now they are serving up classic Boba and Cereal infused ice cream! Today was their Grand opening and people came out in droves. The wait was a bit but it was worth it. They offer Matcha direct from Japan, infused in several drinks as well as some other classics. I got the sweet Matcha and my husband got the Hojicha Latte. The sweetness from the whipped cream along with the Matcha was a perfect combination. The Hojicha was a nice taste since the Matcha was toasted. Their most expensive drink is the Coconut Matcha but that is because it is served in a coconut. So if you want a fun and refreshing aesthetic, hit it up! The ice cream, was absolutely delicious. You can create your own or they have 9 signature creations. Starts with a vanilla base, choose from one of 17 cereals to mix with the ice cream and last but not least, choose your toppings. We chose to do two of the signature ice creams. The cookies and cream along with the frooty tooty. The have a cool machine that blends at high speed, really helps to mix it all up. Overall, the Frooty Tooty was not only gorgeous but so tasty! The fruity combination with the strawberry syrup was delectable. Lastly, the cookies and cream was super creamy and adorable. Make sure to snap a picture against their adorable leafy wallpaper or the aesthetically pleasing neon light/boxwood combination. Tons of free parking, a decent size for seating and a great new addition to the area. Now you have an excuse to eat cereal for dessert.",rewind-ice-cream-boba-tea-chandler-3
4923,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,3,9/29/2018,"I tried a couple items here, and they were pretty good. There are a lot of yummy looking pastries; I will have to come back to try more. I had the Peanut Butter and Jelly Macaron and a chocolate peanut butter cookie. They were tasty, but didn't wow me.",bouchon-bakery-las-vegas-10
3116,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/29/2018,Always love going here only downside is the space. It can get crowded and tight very quickly.,am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
180,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,9/29/2018,Very nice dessert spot. If I didnt live so far I'd be here once a week! The Butterfly Lemonade is EXCEPTIONAL!!!,rewind-ice-cream-boba-tea-chandler-3
19301,https://www.yelp.com/biz/cr%C3%AApes-de-luxe-cleveland-2,3,9/29/2018,We thought a long line was a good sign but this place is overrated. Okay food but there are definitely better options in the market. Skip this and find some good pastries.,cr%C3%AApes-de-luxe-cleveland-2
11036,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,2,9/29/2018,Not sure what the fan fare is about. It took 20 minutes of waiting on a Sunday night to finally order ice cream with staff members who didn't seem happy to be there. We had half scoops of whiskey pecan and pumpkin spice. The whiskey pecan could be okay if the pecans were fine ground or small chunks. Pumpkin was disgusting. It was like any other hard ice cream just weird flavors. Very expensive!,jenis-splendid-ice-creams-charlotte-2
3615,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,1,9/29/2018,"Horrible service, definitely a listening comprehension problem in order taking. Twinkie employed all of her mental cupcake ability to misinterpret the coffee order, not understand that it was for in house and state they do not warm up pastries. A planned leisurely breakfast ruined.",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
11835,https://www.yelp.com/biz/prestis-bakery-cleveland,5,9/29/2018,Great hours for a bakery - skip dessert wherever you have dinner or have a sweet breakfast at Presti's! Cannolis and all pastries are excellent. Cookies are average so skip those for the good stuff. A Cleveland MUST!,prestis-bakery-cleveland
19779,https://www.yelp.com/biz/paris-super-crepes-champaign,1,9/29/2017,"I have honestly never felt the need to review anything on here, but oh my god, my experience was absolutely terrible and I have never been so annoyed with a purchase. 1. The atmosphere is actually the worst thing I have ever come across, especially for a restaurant attempting to be trendy. Silver garland that changes color should stay at my great-aunt's Christmas party, not a restaurant. Mismatched wood wall accents EVERYWHERE make the place look like the designer stopped at a lumber liquidation sale and bought everything, whether it went together or not. The seashell tiling is atrocious and doesn't fit the vibe at all, if one can even call the aesthetic of this place a vibe. And who thinks velvet seating with RHINESTONES is okay for any restaurant that caters to anyone older than 6? And super limited seating, but I didn't want to stay in the place long enough to deal with it. 2. The wait was ridiculous for having ordered one basic crepe with absolutely no line in front of me. I had to stay in the hell hole way too long for comfort. 3. Finally, the food. It was mediocre, if I'm trying to be nice. My real issue was the pricing of it, though. You'd think that for $7.50 you'd at least get two scoops of ice cream. There's a little scoop of ice cream on the top, but it wasn't proportionate to the amount of crepe I had to eat. The crepe was shaped like an ice cream cone, so once the small amount of ice cream was eaten, you were left with a dry, plain crepe. Needless to say, I will not be returning. Please replace with a better restaurant, because I love crepes and would love to eat them regularly, but not at this place.",paris-super-crepes-champaign
19778,https://www.yelp.com/biz/paris-super-crepes-champaign,5,9/29/2017,Awesome ambience and one of the best places to have Thai ice cream and crepe! Couldn't try the crepe but it looked delicious for sure. Also planning on trying the takoyaki they serve here the next time I go!,paris-super-crepes-champaign
11685,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/29/2017,"Great place for homemade ice cream. Location is on the Ohio city strip so if you don't want to eat your ice cream in store, there are places to walk to. The ice cream is tremendous, smooth in texture and tastes great. Being homemade ice cream, this location features the ""magic shop"" where all the ice cream is made while you wait!",mitchells-homemade-ice-cream-cleveland-cleveland-2
15686,https://www.yelp.com/biz/churn-phoenix-3,4,9/29/2016,Churn is really close to our apartment so we decided to try it out. They let you sample flavors which is great. The prices are a little high for the sizes but the flavors are all delicious. They have a bunch of unusual flavors but they are made with high quality ingredients and it was very good. I'd recommend coming here,churn-phoenix-3
7247,https://www.yelp.com/biz/sweet-republic-scottsdale-2,4,9/29/2016,"Ok...I have no idea what could be said other than ice cream made from real, wholesome ingredients wins over the opposite. Try samples..there weren't too many weird/crazy combinations but I was surprised when I asked what top 2 flavors are (salted caramel & almond butter crunch) Awesome that you can get your icecream scoop in between cookies for a icecream sandwich. Both in our party that chose that option thought the cookie should be warmed a bit. And...toasted home made marshmallow option pretty interesting and tasty too! Will be back!",sweet-republic-scottsdale-2
8072,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,3,9/29/2016,"Was not a fan of Sprinkles in Beverly Hills. Was hoping for a better experience at this location. Well, here is what I I liked. It is located right on the Strip at the Linq Promenade. The Cupcake ATM looks like an amazing feature. Should have tried it, but I did not. Maybe someday. What I did not like. I was not crazy about any of their cupcake flavors that day. Not saying that they tasted bad. Just was not ""Wowed"". Overall, I find Sprinkles cupcakes good. Not great, sorry. I recommend Sprinkles as a fine 3 star cupcake shop. Nothing more at this time.",sprinkles-las-vegas-las-vegas
8343,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,4,9/29/2015,"Pros: if you never tried their cupcakes... They are super delicious! My classic favorite is red velvet but you almost not go wrong with any flavor to include pumpkin and strawberry. The staff girl there was super cheery and ecstatic about the bakery goods! This is the only sprinkles I know that also has ice cream right next door making it the biggest sprinkles I've seen. Cons: these are definitely high end cupcakes so expect to pay close to $4 for one making them the priciest bakery goods too (but so worth it!) Overall: if you are on this newly developed street, I would highly recommend stopping by!",sprinkles-las-vegas-las-vegas
8463,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,4,9/29/2015,"Man oh man. if I wasn't won over by their huge following and excellent cupcakes made with natural ingredients, I was definitely won over by the limited edition Batman cupcakes that they had last Saturday. The staff was so friendly when I called in to see if they had anymore, they even went ahead and made me a couple extra with the left over decorations they had in stock. I loved them for that reason. Well and because their cupcakes are awesome. Their location in Las Vegas is touristy, mostly because it is at the Linq hotel and casino right in their promenade. Mostly.Mostly tourists are going here but sometimes they have locals around or local specials so you need to check. Also they have different flavors on different days, so if you are seeking a special flavor make sure to call first for availability. For example on Monday they have strawberry, but on Tuesday they have banana, but not strawberry, on Wednesday they have a limited edition pumpkin spice BUT no banana, and so on. You get the idea. Parking is easy here, plus it is free and close by to the promenade. They are open long hours and the inside smells delicious and is super clean! I love this place I'll be back for sure!!!",sprinkles-las-vegas-las-vegas
1064,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,2,9/29/2015,"The pastries were fabulous! Especially the lobster tails. However, trying to buy gift cards for a wedding present was a nightmare. It took three trips to get them. I finally did. I emailed Carlo's Bakery letting them know. Took forever to get a response. When I did, they said someone from the location contact me. No one did. I emailed again. Someone emailed offering to sent me the gift card sleeves, even after I advised that I had given the gift. The last email advised that they were sending me the sleeves and two coupons for a free cannoli! To be used at any location! Yeah! Wait...I live in CA & there is no location here. Got the coupons today's. Not only are they for a location we don't have, they expire in three months. So much for the attention to detail they rave about on the show",carlos-bakery-las-vegas-3
8420,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/29/2014,"I love Sprinkle red velvet cupcakes, try it with the ice cream too and its gone in no time :) The next day we went to get a red velvet cupcake from different place, but the taste and texture the cupcake cant beat sprinkle cupcakes. This sprinkle cupcakes location in Vegas open until 1 AM.",sprinkles-las-vegas-las-vegas
4315,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/29/2014,"I'm so happy a friend told me about this place. The ambience is great, the service is amazing and the drinks and sweets they have are to die for! I will definitely be utilizing their location that is open 24/7! :)",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
4150,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/29/2014,I dig hanging out here. I am a fan of anything open all hours of the day. When you walk into Amelie's there is a homely feeling that makes me want to order half of the pastries from the case and post up in the living room (a personal fave chill spot) forever. I work here on occasion when the office walks start to wear on me. It's also a super good late night hang out after a show at the Evening Muse. A neighborhood gem.,am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
16126,https://www.yelp.com/biz/churn-phoenix-3,5,9/29/2014,The heavens of sugar and ice cream have opened up and blessed Churn with a bounty of amazingly-delicious treats! Everything - I repeat: everything at Churn is amazing! There is NO better ice cream in AZ. And Churn is definitely some of the best in America! Thank you sugar gods!,churn-phoenix-3
4606,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/29/2012,"Amelie's French Bakery is, perhaps, the loveliest place in Charlotte to have a European coffee and pastry experience. I would say it is the best in Charlotte, but not the best it could be. It is worth visiting just for the atmosphere of the place even though the pastries could definitely be improved.",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
15646,https://www.yelp.com/biz/churn-phoenix-3,4,9/29/2011,"Came here after dinner @ Windsor. It's kinda hard to deny the kiddies after they spotting the candy store on the way to the restrooms. Guess it more of an incentive for them to behave & finish their dinner. Kids Cone (3.5*) - a big scoop of ice cream on sugar, cake cup or cup w/ a toy on top $2.50. <a href=""http://www.yelp.com/biz_photos/mPfdYJj4d5KBPINDkaZY-Q?select=sxKYLFVDGdkYfgkPDm87Hg"">yelp.com/biz_photos/mPfd€¦</a> Ice Cream Sandwich (3*) - Since you can choose your own cookies, I picked the kitchen sink & chocolate chip, along w/ butter pecan ice cream. The lady was really cool and spit it for me to share w/ my sister. At the end of the day, the cookies were too heavy & sweet and the artisan ice cream was just alright. $4 <a href=""http://www.yelp.com/biz_photos/mPfdYJj4d5KBPINDkaZY-Q?select=bBEqF5lVE750kDV1mt5Tdg"">yelp.com/biz_photos/mPfd€¦</a> Candy store (4*) - candies galore! cute selection of novelty candy and at a very reasonable price It's only patio seating so if it's a hot day, you have to eat fast. Not sure if I'll valet my car just to eat here, but if I'm over at Windsor, I'll definitely make a pit stop.",churn-phoenix-3
1750,https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,9/28/2021,"I love this place for so many reasons! It was within walking distance of my old apartment, making it dangerously easy to pick up a few treats every so often. I love that they are open late! This is the most perfect after dinner dessert date spot. They are open until 11 pm on the weekends. You can stop in to grab a few desserts for breakfast the next morning, or sit and share a slice of cake in their romantic and dimly lit lounge area. We have ordered their tea cakes and full size cakes for my friend that is vegan. Everyone always enjoys it, even if they don't know that it's vegan. Their flavors are so unique and you won't find anything like these desserts anywhere else. My favorites are the blueberry rose cake with fig cream olive oil love cake and the lavender tea cake with blackberry buttercream. The blondie bars are also to die for. They serve great coffee and espresso drinks too. They used to have a few tables outside in the back, but I'm not sure if they still do or not. This place is beautiful, and so are their desserts. Definitely check this place out especially for a special celebration!",the-butterwood-bake-consortium-pittsburgh
18298,https://www.yelp.com/biz/pages-pittsburgh,5,9/28/2021,"This place came highly recommended to us as a local gem but we were warned that the place always has a wrap around line with no parking to be found! Well, we drove by and there was no line!!!!!!! We slammed on the brakes and took the chance that fate had allowed us and man it didn't disappoint! We spent a long time reading all the history on the back of the building while enjoying the incredibly delicious ice cream!!! The staff was incredible! Let us take our time figuring out what we wanted and they were very understanding when the 5 year old changed his mind right as we paid! Thank you! Most importantly is they use the 90s/2000s McDonalds water cup as the cups for their freezes and they bring back all the childhood nostalgia",pages-pittsburgh
1379,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,2,9/28/2021,"We were looking for deserts to take it back to the room because we were so full after dinner and we found this place from Venetian website. Unfortunately it was not what we expected. This is the store inside Venetian. From the look, all their baking products, there was nothing impressive at all. We went ahead and got a slice of chocolate cake that ready packed in a clear plastic container and a white chocolate mousse to take it back to our room. The cake was overwhelmingly sweet like a grocery store bought cake. There was no quality into it. One would expect the store in a nice hotel like this would make high end deserts, not this one though. Go some place else if you want a high end dessert from a Michelin Chef. But if you don't mind just a piece of cake load nothing but sugar, this is for you",carlos-bakery-las-vegas-3
4839,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,5,9/28/2021,"This place is simply delicious. While in Vegas my husband woke up early and was making line at 630 am and there was already a long line. He brought back cheese danishes, macaroons and an oatmeal Cookie. We ate them before we had a chance to take a photo. The oatmeal cookie is simply Devine. It's soft and smells amazing. The macaroons my Children gobbled up but I tasted them and they were delicious as well. They were vanilla and dulce de leche. So good. Now the cheese Danish. It was absolutely delicious and the cream cheese wasn't overly sweet and it was just too good. I wish I had bought more to bring back home to California. The coffee was a bit strong for me but then again my husband forgot to put sugar lol this place is a must when in Vegas.",bouchon-bakery-las-vegas-10
11842,https://www.yelp.com/biz/prestis-bakery-cleveland,4,9/28/2021,"Long wait on a Saturday afternoon, and there was no way to social distance. But, the wait was worth it, and everyone had masks on. I really enjoyed the cannolis. Unfortunately the only ones they had, had chocolate chips in them. Of course, some people would find this to be a great enhancement! The thumbprints we're delicious and had a strong almond flavor. They also had coconut bars that tasted like a chocolate pudding cake.",prestis-bakery-cleveland
2013,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,9/28/2021,"So so so good. I'm lactose intolerant and I keep coming back to this place. I like that it's a walk up window type of ordering that still offers some seating outside. There aren't many employees inside at a time, so the line can build up on weekends and during the summer, but they find a way to keep things moving and I've always been approached with a great attitude. There are so many ways to enjoy your Handel's, from a classic cone to shakes, sundaes, hurricanes, and even take home pints and quarts. The 4 scoop sampler is such a steal, especially if you can't make up your mind when choosing flavors. Speaking of which, there are an insane amount to choose from. Make sure to check out the other pictures and signs they have posted on their doors for others they may have added. You won't find many other ice cream shops or grocery stores offering these unique flavors and they honestly give Ben & Jerry's, Baskin-Robbins, or really any other one of your favorite brands a run for their money. They're creamy, rich, and last pretty long so they won't melt too fast before you can enjoy. Even with the overwhelming choices, Handel's makes getting great tasting and high quality ice cream super simple. There's something about how this place doesn't take itself too seriously with itself and how it stays true to its brand that adds to the Handel's charm. A lot of people will tell you that this is the best ice cream they've tasted in Vegas and they're not wrong.",handels-homemade-ice-cream-and-yogurt-las-vegas-3
13382,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,5,9/28/2020,"A great spot to grab something sweet and unique. The cookies are fantastic, the soft serve is orgasmic. However the thing that I crave on a weekly basis and fills my dreams is the ""Milk Bar Pie"" (Although I discovered it when it was originally called ""Crack Pie"" & so it will hold this title forever and always in my heart.) This pie is addictive, fair warning, once you try it there is no turning back and you will compare all other desserts against it. If you're really in need of a major sugar rush and feeling frisky.... order the pie with a side of the cereal milk soft serve... you are most welcome.",milk-bar-las-vegas-las-vegas-3
11442,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/28/2020,Mitchell's ice cream was a fantastic experience. Serving one of America's greatest desserts ice cream. The help was wonderful and the product was top grade.,mitchells-homemade-ice-cream-cleveland-cleveland-2
6885,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/28/2019,I've never written a review about an ice cream place but if you're in town holy heck get ice cream here. It is honestly the best ice cream I have ever had. The people working there are so nice as well! Also they let you taste as many flavors as you want so how can you go wrong with a place like that!! All I can say is go enjoy some delicious ice cream.,novel-ice-cream-phoenix
1274,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,1,9/28/2019,I'm a big fan of the show so we were excited to try this place since we are guests here in the hotel For the weekend but we found this in our rainbow fudge cake slice. Very disappointed & disgusted. The counter clerk was not friendly at all seemed bothered when we asked a question. I probably will not make a purchase again from any of their locations but still a fan of show & buddy of course.,carlos-bakery-las-vegas-3
4994,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,5,9/28/2019,Thomas Keller is amazing. He really knows hospitality. Never leave here or the restaurant without an almond croissant.,bouchon-bakery-las-vegas-10
6499,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/28/2019,Seriously my favorite ice cream place in all of Phoenix! The owner is incredibly friendly! Novel has the same affect as Chick-fil-A on a Sunday. I always find myself wanting it on a Monday. The ice cream donut gives me life. Great for a hot night in Phoenix. Great for a cold night in Phoenix. Just great is what I'm trying to get too!,novel-ice-cream-phoenix
5005,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,2,9/28/2019,"The bread was good, as was the sandwich, however took an extremely long time for a toasted sandwich, and we wanted to get a baguette to take back down to our hotel, but wanted it cut in half to fit in backpack, they said they couldn't cut it in half cause the knife is only for sandwiches.....ok so you can cut the bread for sandwiches with your knife but not bread the customer is buying? What bakery doesn't cut the bread for you?",bouchon-bakery-las-vegas-10
1634,https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,9/28/2019,"My husband wanted to purchase donuts on my birthday, so we decided to check this place out. So glad we did!!! The doughnuts are amazing! The shop is small, clean, quaint and full of plants (which I love). As soon as we entered, we were immediately welcomed. The young lady behind the counter was warm and friendly, always smiling. There were a wonderful assortment of vegan doughnuts, which made it very hard to choose. We settled for 2 twisted glazed, 2 strawberry shortcakes (yum) and 2 lemon lavenders (interesting). We couldn't wait to get home to try them, so we began eating in the car - lol. The doughnuts were super moist and delicious! We were very surprised at the sweetness and the strawberry shortcake doughnuts taste as if there are real strawberries in the icing. The store is in Lakewood, OH and very easy to find. We parked on a side street and walked up. There are an array of other interesting stores in the area too. I highly recommend this establishment and will most definitely return!",the-vegan-doughnut-company-lakewood-3
3088,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,3,9/28/2019,"This French bakery is not your ordinary place to eat pastries. It is eclectic, fun, and a delight to the visual senses. Food is usually very good and fresh. Tonight's visit, however, was disappointing. Our sandwiches were delivered on VERY stale baguette and one of our sandwiches was the wrong order entirely! Even though it's a very busy atmosphere, the kitchen staff usually gets it right. Not tonight! Would recommend to visitors because this has not been the norm in our experience",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
15117,https://www.yelp.com/biz/scooptopia-phoenix,5,9/28/2019,"This place is amazing! Such a sweet family that runs it too! We came in for a Saturday night treat and really enjoyed ourselves! My husband got the Japanese cream soda, I enjoyed a vanilla shaved ice with taro ice cream on the bottom and my son got a kiddie size Cookie Monster ice cream (blue cotton candy ice cream with cookies)! I asked for water and was give a whole pitcher of ice water and cups for all of us! They also have a little play room in the back with a tv and toys for the kiddos! We will definitely be back!!",scooptopia-phoenix
1738,https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,9/28/2018,"From the outside it looks like every other coffee shop, crisp white and a contemporary feel. Inside is such a delightful surprise. Their cakes/coffee are just as surprising. The decoration and artistry that goes into their desserts are a match for their taste! Absolutely beautiful (almost too beautiful to eat) and just as delicious. Trust me you'll be ecstatic if you stop in! Also they are BYOB, AND OPENED UNTIL 11!",the-butterwood-bake-consortium-pittsburgh
14005,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,5,9/28/2018,"All I can say is yum!! I've been to Milk Bar before in New York City but I'd only tried the cereal milk soft serve before. This time I opted to try the toffee crunch soft serve which was delicious. I added rainbow sprinkles and corn flakes on top. I loved the amount of variety their menu has with cookies, cakes and soft serve. They also have cool books and cooking ingredients for purchase as well. It was my friend's birthday so we opted for a slice of bday cake to go and the staff was so nice to include two candles for the celebration and candles from the bar right next door, which is great to know for birthday celebrations. I'd highly recommend stopping by Milk Bar after trying David Chang's Momofuku restaurant next door for your dessert needs.",milk-bar-las-vegas-las-vegas-3
8482,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,4,9/28/2018,"Great customer service! The staff was knowledgeable and very open to helping us decide which treat to try. I wish they had more ice cream and cookie flavors, but I did enjoy my cupcake sundae.",sprinkles-las-vegas-las-vegas
16932,https://www.yelp.com/biz/donut-bar-las-vegas,1,9/28/2018,"I can't rate the quality of the donuts, due to the poor service I received I left without purchasing any. If you have a certain greeting for your 1st time customers, it should be practiced with ALL first timers not just those the staff choose to give the new customer greeting to. When I made it known that the same courtesy was not given to me, the response was ""well do you want to buy anything"", after that disrespectful treatment I made the choice to not patronize this business ever!!!!",donut-bar-las-vegas
3468,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,1,9/28/2017,"Their tarts are fantastic but the true measure of a french cafe are the Eclairs; they put there stamp on them for crying out loud. I've been to everyone location and the pate a choux was overcooked or BURNT every time. Im in the industry I get it, you forget the last tray or the oven's too hot the first batch but, you DON'T serve those. There is literally a waste sheet for that!! Worse than burnt product is the apathy served by the staff when you draw their attention to the problem. When a customer points out a flaw in service FIX it. I will not be back til they do!!",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
